chlorides,density,pH,sulphates,acid,residual sugar,alcohol,bound sulfur dioxide,quality,type
0.077,0.9963,3.28,0.67,9.1,1.8,9.3,26,5,red
0.064,0.9999,3.08,0.87,14.6,2.4,10.9,22,5,red
0.071,0.99935,3.22,0.78,12.8,4,10.1,48,5,red
0.076,0.99735,3.31,0.64,10.23,2.4,9.4,28,5,red
0.088,0.99915,3.38,0.77,9.16,7,9.4,67,5,red
0.067,0.9971,3.36,0.57,8.88,3,9.1,41,5,red
0.102,1.00015,3.31,0.71,11.22,3.4,9.8,39,5,red
0.102,1.00015,3.31,0.71,11.22,3.4,9.8,39,5,red
0.105,1.001,3.2,0.95,13.5,3.3,9.2,65,5,red
0.343,0.9979,3.3,0.71,12.36,2,10.5,12,5,red
0.073,1.0001,3.05,0.64,12.72,2.5,9.5,22,5,red
0.086,0.9981,3.16,0.52,13,2.6,9.9,44,5,red
0.083,0.99855,3.67,0.73,8.48,2,9.6,21,5,red
0.094,0.9993,3.67,0.8,8.54,2.3,9.7,26,5,red
0.08,0.99845,3.68,0.71,8.36,2.1,9.6,25,5,red
0.092,0.9994,3.51,0.72,9.95,2.6,10,16,5,red
0.186,0.996,3.39,0.54,8.98,1.6,9.5,16,5,red
0.112,0.9973,3.2,0.52,10.9,2.1,9.2,78,5,red
0.082,0.9966,3.36,0.52,9.48,2.2,9.4,47,5,red
0.076,0.9976,3.3,0.53,10.14,3,9.4,105,5,red
0.087,0.99645,3.39,0.68,8.7,2.6,11,46,5,red
0.102,0.9996,3.3,0.65,11.18,3.4,10.1,55,5,red
0.09,0.99975,3.24,0.62,11.04,3.4,9.7,62,5,red
0.079,0.99735,3.29,0.63,9.14,2.3,9.3,12,5,red
0.107,0.998,3.28,0.83,12.18,4.5,11.5,8,5,red
0.061,0.9981,3.18,0.62,12.4,2,9.5,8,5,red
0.105,0.9958,3.13,0.52,9.68,2.1,11,28,5,red
0.08,0.9974,3.31,0.64,9.3,2.8,10.3,29,5,red
0.067,0.9979,3.6,0.81,8.37,1.9,9.9,23,5,red
0.09,0.9974,3.27,0.73,9.03,2.4,9.3,11,5,red
0.12,1.0018,3.18,0.77,16.14,4.8,13,54,5,red
0.08,1.0001,3.26,0.88,13.36,3,11,26,5,red
0.099,0.9973,3.19,0.7,10.06,2,9.4,67,5,red
0.072,0.9992,3.05,0.56,14.38,2.5,10,31,5,red
0.071,0.9988,2.99,0.87,14.68,2,10.2,9,5,red
0.076,1,3.16,0.69,12.77,2.6,9,13,5,red
0.159,0.9998,3.18,0.64,12.02,2.8,9.4,60,5,red
0.063,0.9975,3.57,0.78,8.47,2.3,9.9,28,5,red
0.106,0.9959,3.05,0.63,8.94,2.2,9.2,60,5,red
0.087,0.998,3.42,0.74,9.28,2.1,9.2,31,5,red
0.082,0.998,3.18,0.51,11.28,2,9.5,20,5,red
0.112,0.997,3.16,0.54,10.95,2,9.1,82,5,red
0.063,0.9997,3.03,0.57,15.2,2.3,9.9,19,5,red
0.122,0.9994,3.47,0.53,8.11,7.9,9.9,56,5,red
0.064,0.9963,3.1,0.55,10.67,2.3,9.4,33,5,red
0.122,0.9994,3.47,0.53,8.11,7.9,9.9,56,5,red
0.075,0.9974,3.26,0.61,9.18,2.7,9.1,12,5,red
0.08,0.9987,3.38,0.62,10.7,2.4,9.5,55,5,red
0.1,0.9966,3.27,0.64,8.89,1.9,9.3,62,5,red
0.087,0.9982,3.26,0.61,10.52,2.7,9.5,98,5,red
0.117,1.0014,3.32,1.07,10.53,6.6,9.3,103,5,red
0.091,0.9956,3.44,0.48,8.4,1.9,10.5,90,5,red
0.066,0.9976,3.62,0.68,8.34,1.8,9.9,18,5,red
0.047,0.9955,3.36,0.44,10.02,2,10.9,45,5,red
0.047,0.9955,3.36,0.44,10.02,2,10.9,45,5,red
0.07,0.9978,3.24,0.6,10.8,1.3,9.3,21,5,red
0.074,0.9974,3.25,0.56,9.6,2.2,9.2,45,5,red
0.091,1.0004,3.16,0.49,14.34,2.3,9.5,12,5,red
0.091,1.0004,3.16,0.49,14.34,2.3,9.5,12,5,red
0.062,0.9951,3.08,0.6,8.6,1.5,9.3,43,5,red
0.081,0.9996,3.1,0.73,14.46,2.6,10.5,41,5,red
0.127,0.9968,3.22,0.72,10.84,2.1,11.2,10,5,red
0.063,0.9952,3.5,0.63,8.26,1.6,11.1,46,5,red
0.095,0.9986,3.37,0.58,10.86,2.3,10.3,17,5,red
0.097,0.9988,3.28,0.58,10.88,2.7,9.6,36,5,red
0.087,0.9982,3.26,0.61,9.97,2.6,9.3,13,5,red
0.085,0.997,3.18,0.61,12.88,2.55,11.8,15,5,red
0.098,0.9972,3.08,0.53,10.82,2.2,9,104,5,red
0.098,1.0006,3.48,0.91,11.38,2.9,9.7,16,5,red
0.07,0.9952,3.2,0.58,10.38,1.2,9.8,12,5,red
0.093,0.9996,3.05,0.61,14.94,2.6,10.6,32,5,red
0.062,0.9971,3.26,0.79,11.7,2.1,10.6,9,5,red
0.087,0.9988,3.14,0.6,11.44,2.2,10.2,23,5,red
0.091,0.998,3.28,0.7,10.66,2,9.7,10,5,red
0.087,0.9988,3.14,0.6,11.44,2.2,10.2,23,5,red
0.069,1.0026,3.12,0.66,11.94,15.5,9.2,17,5,red
0.152,0.9986,3.04,1.05,12.5,2.2,9.4,12,5,red
0.152,0.9986,3.04,1.06,12.52,2.2,9.4,11,5,red
0.054,0.9976,3.17,0.47,12.32,1.9,10,11,5,red
0.054,0.9976,3.17,0.47,12.32,1.9,10,11,5,red
0.09,0.9966,3.32,0.79,8.52,2.5,11.1,70,5,red
0.073,0.9978,3.02,0.61,14.22,4.6,9.5,24,5,red
0.122,1.001,3.31,1.14,10.79,6.1,9.3,117,5,red
0.088,0.9966,3.36,0.78,9.01,2.5,11,67,5,red
0.088,0.998,3.48,0.64,9.4,2,9.1,27,5,red
0.099,0.9979,3.38,0.99,9.96,2.3,9.8,86,5,red
0.085,0.9978,3.22,0.55,11.08,2.5,9.4,104,5,red
0.086,0.9976,3.23,0.64,11.04,2.4,9.5,93,5,red
0.105,0.9998,3.24,0.67,12.16,2.8,9.9,24,5,red
0.088,0.9966,3.36,0.78,9.01,2.5,11,67,5,red
0.077,0.9974,3.09,0.57,11.64,2.4,9.4,27,5,red
0.098,1.0004,3.16,0.61,13.64,2.7,10.3,30,5,red
0.098,1.0004,3.16,0.61,13.64,2.7,10.3,30,5,red
0.077,0.9974,3.09,0.57,11.64,2.4,9.4,27,5,red
0.1,0.9996,3.22,0.62,13.68,5.15,11.2,12,5,red
0.101,0.9988,3.26,0.67,10.86,3.3,9.6,27,5,red
0.07,0.9966,3.12,0.59,11.21,2.1,9.9,15,5,red
0.094,0.9982,3.08,0.59,11.02,2.6,9.1,68,5,red
0.05,0.9934,3.74,0.62,7.56,1.6,11.5,64,5,red
0.095,1.00315,2.92,0.74,17.77,4.2,11.1,13,5,red
0.095,1.00315,2.92,0.74,17.77,4.2,11.1,13,5,red
0.095,1.00315,2.92,0.74,17.87,4.2,11.1,13,5,red
0.075,0.9994,3.14,0.57,14.88,2.8,11.4,14,5,red
0.078,0.9978,3.23,0.58,10.86,2.4,9.2,95,5,red
0.094,0.9982,3.08,0.61,11.06,2.9,9.2,69,5,red
0.075,0.9994,3.14,0.57,14.88,2.8,11.4,14,5,red
0.075,0.9978,3.14,0.61,11.66,2.4,10.4,18,5,red
0.083,0.9982,3.3,0.6,10.66,2.8,9.5,93,5,red
0.085,0.9982,3.29,0.6,10.72,2.9,9.8,93,5,red
0.089,1.0002,3.19,0.44,14.28,2.2,9.6,9,5,red
0.089,1.0002,3.19,0.44,14.28,2.2,9.6,9,5,red
0.083,1,3.19,0.43,13.66,2.2,9.2,10,5,red
0.108,0.9967,3.26,0.59,9.24,1.9,9.3,84,5,red
0.084,0.9987,3.35,0.57,10.88,2.6,9.7,54,5,red
0.084,0.9987,3.35,0.57,10.88,2.6,9.7,54,5,red
0.094,1.0004,3.29,0.58,12.04,3.5,9,34,5,red
0.096,0.9978,3.4,0.53,9.68,2.6,9.5,18,5,red
0.086,0.9998,3.27,0.57,10.91,7.9,9.3,79,5,red
0.081,0.9975,3.3,0.52,9.37,2.6,9.3,8,5,red
0.083,0.9983,3.39,0.54,10.36,2.5,9.2,32,5,red
0.081,1.0006,2.98,0.54,15.06,2.7,9.4,11,5,red
0.058,0.9962,3.26,0.74,9.74,1.5,9.8,19,5,red
0.079,0.9997,3.5,0.57,11.8,2.3,9.7,43,5,red
0.079,0.9997,3.5,0.57,11.8,2.3,9.7,43,5,red
0.122,1.0006,3.13,0.7,13.32,2.7,10.2,13,5,red
0.088,0.9988,3.09,0.8,12.86,2.3,9.3,10,5,red
0.076,0.9976,3.27,0.61,9.86,3.4,9.4,96,5,red
0.078,0.9976,3.28,0.62,9.78,3.4,9.4,90,5,red
0.08,0.9974,3.13,0.55,11.6,1.9,9.5,23,5,red
0.124,0.9997,3.46,0.72,8.18,5.6,10.2,37,5,red
0.124,0.9997,3.46,0.72,8.18,5.6,10.2,37,5,red
0.098,0.9988,3.36,0.49,10.58,2.2,9.1,10,5,red
0.098,0.9988,3.36,0.49,10.58,2.2,9.1,10,5,red
0.111,0.9964,3.21,0.61,9.43,2.3,9.3,64,5,red
0.105,0.9988,3.25,0.63,12.04,2.7,9.5,14,5,red
0.073,0.9964,3.27,0.58,9.02,1.9,9.5,56,5,red
0.065,0.9954,3.27,0.55,10.38,1.4,9.7,9,5,red
0.086,0.9979,3.24,0.53,11.92,2.4,9.4,117,5,red
0.084,0.9978,3.24,0.53,11.81,2.3,9.4,114,5,red
0.071,0.9991,3.39,0.62,11.88,2.3,9.4,24,5,red
0.071,0.9992,3.46,0.63,11.56,2.3,9.5,47,5,red
0.071,0.9991,3.39,0.62,11.88,2.3,9.4,24,5,red
0.071,0.9992,3.46,0.63,11.56,2.3,9.5,47,5,red
0.071,0.9991,3.39,0.62,11.88,2.3,9.4,24,5,red
0.107,0.9972,3.4,0.63,8.74,3.6,10.1,14,5,red
0.106,0.9986,2.89,0.5,12.34,2.2,9.6,24,5,red
0.104,1.001,3.41,0.67,12.06,2.5,11.2,120,5,red
0.096,0.9976,2.98,0.84,17.92,7.5,14.9,49,5,red
0.074,0.9979,3.08,0.46,10.48,2.4,9.5,22,5,red
0.087,1.0004,3.14,0.61,11.14,2.9,9.4,33,5,red
0.106,0.9986,2.89,0.5,12.34,2.2,9.6,24,5,red
0.08,0.9978,3.31,0.64,8.96,1.6,9,27,5,red
0.092,1,3.03,0.66,13.94,2,10.2,39,5,red
0.084,0.9981,3.14,0.56,10.86,2,9.7,23,5,red
0.059,0.9966,3.15,0.57,12.32,2.3,11,16,5,red
0.083,0.9959,3.26,0.58,8.18,2.5,10,15,5,red
0.074,0.9968,3.2,0.52,10.08,1.7,9.5,8,5,red
0.079,0.998,3.15,0.53,12.96,2,9.5,119,5,red
0.074,0.9968,3.2,0.52,10.08,1.7,9.5,8,5,red
0.064,0.9984,3.26,0.65,10.9,2.2,10.2,19,5,red
0.084,0.9979,3.4,0.48,10.42,2.3,9.9,19,5,red
0.081,0.9983,3.48,0.53,10.06,2.6,10,42,5,red
0.06,0.9972,3.13,0.54,12.22,3.3,9.6,29,5,red
0.07,1.0004,3.06,0.49,15.32,1.9,9,25,5,red
0.078,0.998,3.33,0.54,10.04,2.25,9.8,26,5,red
0.059,0.997,3.37,0.56,10.12,2.6,11.3,10,5,red
0.078,0.998,3.25,0.48,12.4,2.3,9.4,117,5,red
0.059,0.997,3.37,0.56,10.12,2.6,11.3,10,5,red
0.07,0.997,3.44,0.6,8.76,1.8,9.1,27,5,red
0.095,0.9998,3.28,0.59,10.84,3.1,9.7,25,5,red
0.039,0.9962,3.4,0.47,9.1,1.6,9.4,5,5,red
0.157,0.9976,3.3,1.05,9.82,1.8,9.4,12,5,red
0.087,0.9998,3.48,0.54,11.52,2.6,9.8,81,5,red
0.422,0.9979,3.03,1.17,10.6,2,9,46,5,red
0.084,0.9984,3.32,0.62,10.6,2.8,9.4,101,5,red
0.084,0.9984,3.31,0.61,10.56,2.7,9.4,101,5,red
0.087,1.0001,3.31,0.53,11.19,3.2,9.7,54,5,red
0.073,0.999,3.37,0.49,10.77,6,9.9,43,5,red
0.093,0.9956,3.4,0.47,8.72,2,10,9,5,red
0.077,0.9966,3.37,0.51,8.76,3,10.5,21,5,red
0.08,0.9985,3.06,0.57,13.51,2.8,10.1,63,5,red
0.093,0.9998,3.38,0.61,10.71,3,9.5,96,5,red
0.084,0.9992,3.36,0.45,10.08,3.2,9.4,20,5,red
0.075,0.9976,3.34,0.46,9.58,2.3,9.4,38,5,red
0.078,0.998,3.28,0.51,11.94,2.6,9.8,56,5,red
0.075,0.9976,3.34,0.46,9.58,2.3,9.4,38,5,red
0.079,0.9968,3.21,0.57,8.74,2.6,10,37,5,red
0.082,0.9976,3.22,0.44,9.6,2,9.6,12,5,red
0.086,0.9976,3.46,0.54,8.42,3.9,9.5,28,5,red
0.082,0.9976,3.22,0.44,9.6,2,9.6,12,5,red
0.094,0.9982,3.1,0.53,10.34,2.85,9.2,71,5,red
0.084,0.9968,3.21,0.59,8.6,2.7,10,33,5,red
0.053,0.9965,2.94,1.62,8.32,2.2,9.5,91,5,red
0.077,0.9976,3.29,0.55,10.66,3,10.4,8,5,red
0.067,0.997,3.46,0.68,7.58,1.8,9.5,7,5,red
0.067,0.997,3.46,0.68,7.58,1.8,9.5,7,5,red
0.387,0.9982,3.17,0.67,11.92,2.3,9.6,25,5,red
0.088,0.9994,3.44,0.52,10.91,3.45,11.5,10,5,red
0.092,0.9966,3.39,0.47,9.03,2.1,9.6,9,5,red
0.082,0.998,3.55,0.6,8.58,2.7,9.5,56,5,red
0.075,0.9987,3.48,0.62,9.22,2,9.3,30,5,red
0.112,0.9963,3.26,0.5,9.83,2.1,9.5,11,5,red
0.112,0.9963,3.26,0.5,9.83,2.1,9.5,11,5,red
0.092,0.9983,3.1,0.56,10.38,2.8,9.2,76,5,red
0.088,0.999,3.35,0.6,10.38,2.4,9.3,19,5,red
0.078,0.99788,3.21,0.57,10.74,2.6,9.5,111,5,red
0.065,0.9972,3.46,0.65,7.73,1.9,9.2,9,5,red
0.096,1.00024,3.13,0.53,13.58,2.8,10,76,5,red
0.095,1.0001,3.13,0.51,12.96,2.7,9.5,80,5,red
0.083,0.99782,3.3,0.48,10.06,2.6,9.4,52,5,red
0.089,0.99803,3.29,0.55,9.8,2.9,9.5,23,5,red
0.089,0.99803,3.29,0.55,9.8,2.9,9.5,23,5,red
0.097,0.99785,3.39,0.61,8.94,2.5,9.4,42,5,red
0.089,0.99803,3.29,0.55,9.8,2.9,9.5,23,5,red
0.084,0.99656,3.25,0.5,9.84,2.2,9.8,21,5,red
0.084,0.99656,3.25,0.5,9.84,2.2,9.8,21,5,red
0.092,0.99823,3.19,0.52,10.06,2.5,9.2,55,5,red
0.075,0.99779,3.23,0.57,10.66,2.8,9.7,95,5,red
0.096,0.99738,3.25,0.42,11.13,2,9.6,30,5,red
0.096,0.99738,3.25,0.42,11.13,2,9.6,30,5,red
0.089,0.99738,3.14,0.54,10.34,2.9,9.4,62,5,red
0.103,0.99938,3.45,0.62,9.34,2.7,9.5,85,5,red
0.076,0.99668,3.39,0.54,9.36,1.9,9.6,25,5,red
0.082,0.9978,3.28,0.55,11.29,2.4,9.4,120,5,red
0.082,0.99782,3.27,0.55,11.18,2.3,9.4,121,5,red
0.102,0.99586,3.43,0.46,9.2,3,10,9,5,red
0.079,0.99788,3.36,0.61,9.76,3.4,10.5,27,5,red
0.076,0.99745,3.5,0.6,8.2,2.6,9.8,71,5,red
0.114,0.99732,3.66,0.65,7.7,2.4,9.8,28,5,red
0.081,0.99814,3.36,0.53,10.74,2.4,10,70,5,red
0.114,0.99732,3.66,0.65,7.7,2.4,9.8,28,5,red
0.077,0.99746,3.55,0.59,8.3,2.5,9.8,65,5,red
0.083,0.9982,3.21,0.5,11.42,2.3,9.5,50,5,red
0.083,0.9982,3.21,0.5,11.42,2.3,9.5,50,5,red
0.099,0.998,3.09,0.52,10.2,2.9,9.3,98,5,red
0.084,0.99818,3.23,0.54,10.42,2.9,9.6,105,5,red
0.055,0.99639,3.38,0.56,8.9,2.6,10.8,6,5,red
0.132,0.99786,2.99,1.18,13.18,2.6,10.2,53,5,red
0.126,0.99746,3.1,0.74,10.24,2.5,9.6,40,5,red
0.082,0.99641,3.25,0.51,8.58,4,9.4,82,5,red
0.068,0.99735,3.23,0.44,9.88,3.3,10,9,5,red
0.165,0.99702,3.26,0.86,8.7,1.9,9.2,8,5,red
0.068,0.99562,3.3,0.47,8.48,2.6,10.5,10,5,red
0.099,0.99818,3.24,0.71,12.36,2.5,10.8,18,5,red
0.099,0.99818,3.24,0.71,12.36,2.5,10.8,18,5,red
0.071,0.99632,3.29,0.45,8.53,2.35,9.4,26,5,red
0.097,0.99976,3.28,0.54,10.72,3.2,9.6,50,5,red
0.099,0.99606,3.34,0.6,8.37,1.9,9.7,13,5,red
0.076,0.9973,3.61,0.64,8.04,2,9.8,21,5,red
0.076,0.9973,3.61,0.64,8.04,2,9.8,21,5,red
0.068,0.99682,3.24,0.53,8.62,2.8,10.3,10,5,red
0.076,0.99624,3.36,0.49,8.3,2.8,10.7,22,5,red
0.076,0.99624,3.36,0.49,8.3,2.8,10.7,22,5,red
0.088,0.99694,3.32,0.47,10.69,1.6,9.4,7,5,red
0.066,0.99655,3.39,0.51,9.13,1.5,9.3,28,5,red
0.092,0.99647,3.46,0.47,7.08,2.2,10,13,5,red
0.115,0.99629,3.45,0.63,7.92,3,10.3,10,5,red
0.088,0.9963,3.28,0.62,9.17,2,9.4,83,5,red
0.081,0.99689,3.59,0.66,8.1,1.8,9.8,17,5,red
0.081,0.99689,3.59,0.66,8.1,1.8,9.8,17,5,red
0.081,0.99689,3.59,0.66,8.1,1.8,9.8,17,5,red
0.08,0.99689,3.58,0.66,8.08,1.6,9.8,20,5,red
0.085,0.99708,3.28,0.55,11.04,1.9,9.5,13,5,red
0.085,0.99708,3.28,0.55,11.04,1.9,9.5,13,5,red
0.08,0.99801,3.22,1.07,9.48,2.5,9.7,96,5,red
0.077,0.99746,3.51,0.54,8.56,2.7,9.5,70,5,red
0.067,0.99628,3.24,0.44,8.98,2.7,10.4,18,5,red
0.078,0.99746,3.51,0.53,8.56,2.5,9.7,67,5,red
0.077,0.99746,3.51,0.54,8.56,2.7,9.5,70,5,red
0.077,0.99748,3.51,0.54,8.61,2.6,9.7,70,5,red
0.086,0.99522,3.53,0.57,8.08,1.5,10.6,10,5,red
0.076,0.99745,3.53,0.55,8.48,2.5,9.5,70,5,red
0.078,0.99576,3.15,0.49,10.68,1.6,9.9,11,5,red
0.076,0.99745,3.53,0.55,8.48,2.5,9.5,70,5,red
0.086,0.99824,3.34,0.64,10.68,2.5,10.5,21,5,red
0.112,1.00289,3.22,0.68,13.18,6.6,9.3,76,5,red
0.071,0.99576,3.44,0.58,8.36,2,10.1,22,5,red
0.078,0.99743,3.53,0.57,8.58,2.3,9.7,70,5,red
0.078,0.99743,3.53,0.57,8.58,2.3,9.7,70,5,red
0.056,0.99562,3.4,0.69,10.24,2.6,11.8,29,5,red
0.081,0.998,3.23,0.59,10.76,3,9.5,100,5,red
0.084,0.9964,3.39,0.71,8.82,2.6,11,66,5,red
0.161,0.99395,3.62,0.61,7.11,1.5,11,55,5,red
0.091,0.99786,3.24,0.56,11.16,2.3,10.5,13,5,red
0.055,0.99516,3.18,0.8,10.08,2.3,11.2,14,5,red
0.055,0.99516,3.18,0.8,10.08,2.3,11.2,14,5,red
0.08,0.99746,3.69,0.73,7.84,1.9,10.5,17,5,red
0.074,0.99748,3.48,0.65,8.64,2,9.8,25,5,red
0.074,0.99748,3.48,0.65,8.64,2,9.8,25,5,red
0.08,0.99746,3.69,0.73,7.84,1.9,10.5,17,5,red
0.073,0.99425,3.61,0.54,7.46,1.6,11.4,4,5,red
0.09,0.99648,3.36,0.67,9.96,1.9,10.4,14,5,red
0.089,0.99735,3.36,0.61,9.28,2,10,20,5,red
0.078,0.99592,3.27,0.62,8.5,1.6,9.3,11,5,red
0.115,0.99654,3.38,0.69,7.78,2.1,9.5,10,5,red
0.097,0.99733,3.13,0.48,10.22,2.1,9.2,90,5,red
0.079,0.99669,3.46,0.61,8,2.9,10.2,15,5,red
0.079,0.99605,3.52,0.63,10.06,1.7,10.7,6,5,red
0.083,0.997,3.44,0.52,8.62,2.1,9.4,37,5,red
0.083,0.997,3.44,0.52,8.62,2.1,9.4,37,5,red
0.109,0.99801,3.15,0.5,10.16,2.6,9.1,88,5,red
0.075,0.9969,3.13,0.63,14.08,1.4,10.4,3,5,red
0.079,0.99712,3.25,0.62,11.74,1.9,10,15,5,red
0.075,0.9969,3.13,0.63,14.08,1.4,10.4,3,5,red
0.08,0.99693,3.44,0.5,8.42,1.6,9.4,35,5,red
0.097,0.99596,3.16,0.49,8.72,1.7,9.4,8,5,red
0.097,0.99596,3.16,0.49,8.72,1.7,9.4,8,5,red
0.082,0.99694,3.45,0.48,8.34,2,9.4,37,5,red
0.082,0.99694,3.45,0.48,8.34,2,9.4,37,5,red
0.092,0.99918,3.15,0.43,11.6,2.5,9.4,68,5,red
0.081,0.99603,3.25,0.54,9.64,1.6,10.3,18,5,red
0.116,0.99722,3.18,0.68,11.32,2.8,10.9,29,5,red
0.102,0.99604,3.23,0.48,10.01,2.1,10,21,5,red
0.078,0.99636,3.53,0.61,8.28,1.8,10.4,13,5,red
0.062,0.99584,3.35,0.54,8.2,2.1,10.5,5,5,red
0.065,0.99378,3.49,0.52,7.99,2.2,11.6,24,5,red
0.095,0.99854,3.36,0.53,9.74,4.1,9.6,9,5,red
0.074,0.99672,3.35,0.56,9.32,1.8,9.2,36,5,red
0.088,0.99756,3.58,0.67,9.33,2.2,10.2,16,5,red
0.082,0.99634,3.49,0.64,8.3,1.8,10.4,24,5,red
0.082,0.99634,3.49,0.64,8.3,1.8,10.4,24,5,red
0.414,0.99702,3.03,1.34,10.6,1.4,9.2,29,5,red
0.073,0.99258,3.56,0.55,6.91,2.4,12.9,6,5,red
0.104,0.99784,3.15,0.57,8.94,3.9,9.1,62,5,red
0.086,0.997,3.31,0.62,9.94,2.8,10.8,24,5,red
0.098,0.99892,3.2,0.58,9.44,8.1,9.2,62,5,red
0.098,0.99892,3.2,0.58,9.44,8.1,9.2,62,5,red
0.08,0.99817,3.27,0.58,10.64,6.4,11,5,5,red
0.08,0.99817,3.27,0.58,10.64,6.4,11,5,5,red
0.074,0.99529,3.12,0.49,7.92,1.8,9.6,24,5,red
0.087,0.99772,3.15,0.5,11.14,2.5,10.5,14,5,red
0.096,0.99666,3.2,0.52,10.4,1.5,9.4,13,5,red
0.096,0.99666,3.2,0.52,10.4,1.5,9.4,13,5,red
0.048,0.99374,3.41,0.6,8,2.1,12.8,36,5,red
0.09,0.99855,3.36,0.49,9.86,3.3,9.5,9,5,red
0.066,0.99256,3.52,0.58,6.92,2.5,12.9,8,5,red
0.095,0.9984,3.22,0.68,11.52,2.7,10,61,5,red
0.045,0.99341,3.32,0.44,6.7,1.7,9.5,78,5,red
0.104,0.99786,3.14,0.58,8.62,3.7,9.1,65,5,red
0.066,0.99588,3.43,0.62,8.4,2.3,10.1,35,5,red
0.118,0.99616,3.15,0.53,10,2.2,9.8,29,5,red
0.118,0.99616,3.15,0.53,10,2.2,9.8,29,5,red
0.11,0.99728,3.16,0.67,11.88,2.2,10.8,26,5,red
0.078,0.99692,3.29,0.67,11.05,1.7,10,11,5,red
0.078,0.99692,3.29,0.67,11.05,1.7,10,11,5,red
0.369,0.99634,3.01,1.1,10.38,1.9,9.4,23,5,red
0.111,0.99709,2.94,0.98,11.5,2,10.2,53,5,red
0.041,0.99346,3.68,0.73,7.43,2.1,11.4,61,5,red
0.068,0.99478,3.19,0.46,11.44,1.65,11.4,6,5,red
0.07,0.99572,3.29,0.6,8.26,1.6,9.3,45,5,red
0.08,0.99538,3.36,0.7,8.44,2.1,10.9,108,5,red
0.079,0.9963,3.52,0.5,8.26,7.8,12.2,6,5,red
0.08,0.99538,3.36,0.7,8.44,2.1,10.9,108,5,red
0.166,0.99551,3.56,0.51,8.27,2.3,10.8,6,5,red
0.166,0.99551,3.56,0.51,8.17,2.3,10.8,6,5,red
0.111,0.99878,3.14,0.55,11.76,5.8,9.4,43,5,red
0.136,0.99752,3.35,0.94,12.44,1.7,10,28,5,red
0.076,0.9957,3.32,0.62,7.78,2.1,9.3,31,5,red
0.091,0.99922,3.15,0.51,10.58,2.6,9.4,59,5,red
0.08,0.99592,3.02,0.47,8.72,4.1,9.2,19,5,red
0.104,0.99769,3.27,0.72,10.66,2,9.6,13,5,red
0.075,0.99718,3.4,0.64,9.04,2.1,9.5,47,5,red
0.074,0.99621,3.38,0.62,9.45,2.6,10.8,42,5,red
0.075,0.99718,3.4,0.64,9.04,2.1,9.5,47,5,red
0.076,0.99494,3.1,0.4,9.12,1.7,9.3,24,5,red
0.079,0.99729,3.16,0.59,11.32,2.5,9.8,37,5,red
0.082,0.9983,3.37,0.62,9.86,2.4,9.5,76,5,red
0.082,0.99655,3.49,0.68,8.88,1.8,10.5,19,5,red
0.086,0.99502,3.12,0.48,9.02,1.7,10,33,5,red
0.082,0.99655,3.49,0.68,8.88,1.8,10.5,19,5,red
0.077,0.9963,3.28,0.59,8.94,2.2,9.8,33,5,red
0.123,0.99627,3.45,0.58,8.54,1.8,9.8,8,5,red
0.096,0.99569,3.43,0.58,9.22,1.4,9.5,7,5,red
0.079,0.99628,3.4,0.69,9.32,1.9,10.9,15,5,red
0.069,0.99358,3.47,0.45,7.42,2.4,11,20,5,red
0.082,0.99499,3.1,0.42,9.12,1.8,9.2,17,5,red
0.403,0.99632,3.02,1.15,11.23,1.8,9.3,37,5,red
0.081,0.99726,3.15,0.58,11.46,2.5,9.8,32,5,red
0.077,0.99385,3.5,0.53,6.82,1.9,11.2,19,5,red
0.073,0.99494,3.1,0.43,9.06,2,9.3,10,5,red
0.071,0.99476,3.39,0.56,8.22,2.3,10.9,18,5,red
0.09,0.99734,3.15,0.57,13.04,1.8,10.5,27,5,red
0.056,0.99286,3.22,0.37,9.36,2.6,13,4,5,red
0.068,0.99914,3.3,1.17,8.8,4.5,10.2,90,5,red
0.068,0.99914,3.3,1.17,8.8,4.5,10.2,90,5,red
0.1,0.99521,3.36,0.59,9.08,1.9,11,6,5,red
0.093,0.99558,3.2,0.45,7.86,4.3,9.5,26.5,5,red
0.093,0.99558,3.2,0.45,7.86,4.3,9.5,26.5,5,red
0.081,0.99501,3.36,0.66,9.44,1.8,11.2,40,5,red
0.087,0.9955,3.12,0.44,9.6,2.3,9.2,47,5,red
0.073,0.99612,3.3,0.53,9.24,1.9,9.8,64,5,red
0.088,0.9979,3.29,0.62,11.72,2.5,10.1,69,5,red
0.088,0.9979,3.29,0.62,11.72,2.5,10.1,69,5,red
0.071,0.996,3.28,0.61,8.44,1.4,9.2,36,5,red
0.073,0.99612,3.3,0.53,9.24,1.9,9.8,64,5,red
0.083,0.99532,3.34,0.47,10.78,1.9,10.5,27,5,red
0.094,0.99796,3.26,0.66,11.7,2.6,10.1,76,5,red
0.058,0.99392,3.18,0.55,10.62,1.8,11.4,9,5,red
0.073,0.9955,3.34,0.52,7.76,1.8,9.3,25,5,red
0.107,0.99668,3.26,0.46,10.06,3.8,9.2,36,5,red
0.079,0.9976,3.18,0.51,11.09,2.2,9.6,36,5,red
0.166,0.99608,3.39,0.52,8.87,2,10,7,5,red
0.057,0.99448,3.36,0.45,7,1.4,9.5,11,5,red
0.057,0.99448,3.36,0.45,7,1.4,9.5,11,5,red
0.057,0.99448,3.36,0.45,7,1.4,9.5,11,5,red
